,true_category,predicted_categorys
110140,3,1
76529,4,4
3010,8,4
36998,23,4
53154,23,25
28322,4,4
108837,7,7
124638,20,3
21665,4,4
71948,22,22
122939,20,25
119714,4,15
75059,4,13
70851,23,25
89015,1,1
97709,6,6
41836,4,4
21406,4,4
24593,1,1
114715,8,8
90422,22,8
8935,4,4
101534,9,9
98796,4,4
38209,21,25
30821,4,4
38617,23,8
75581,4,4
64695,25,16
41180,1,4
22256,25,25
93074,4,4
41766,4,4
59369,12,3
4801,4,4
15692,1,4
38683,4,4
95043,25,25
13243,4,4
5985,2,26
73982,0,4
110150,28,20
8119,1,1
32957,4,4
115179,4,23
122060,25,25
107913,1,1
32182,4,4
45937,23,23
13001,20,20
85475,27,24
34548,6,25
17502,25,6
90169,28,2
69679,25,25
117379,22,4
102185,4,4
107722,3,11
41162,16,16
40665,1,1
110552,3,3
58782,4,4
60884,20,1
86090,10,10
18346,11,25
12995,9,8
108044,4,25
55203,1,1
12455,2,3
61658,27,20
89621,4,1
83411,26,26
46700,26,4
25679,4,11
57070,23,23
117289,23,11
34480,20,30
94201,12,12
89797,25,3
103680,6,4
99286,9,9
28315,5,4
61099,4,3
14558,2,26
7757,5,25
20070,4,30
58682,4,4
8140,8,1
109202,4,4
122953,1,5
47730,24,25
103655,4,13
700,8,8
41276,23,4
89316,25,25
101601,25,25
118280,29,6
71355,0,4
73117,10,7
117137,13,13
112576,29,25
3533,11,11
76363,4,1
44992,26,4
99117,8,8
25207,4,4
27130,4,4
92235,30,30
8938,4,4
8710,5,1
89808,3,4
102479,28,3
121964,15,15
76792,4,4
48668,6,0
32626,25,4
122340,12,12
103075,29,20
2447,4,4
28622,4,4
21921,11,11
12533,2,26
54763,9,9
81341,6,1
47702,4,6
78263,25,5
17896,9,9
35640,4,4
39406,4,4
41092,22,1
100761,12,10
79385,6,1
70836,26,26
101483,25,25
40853,20,23
75917,25,25
36290,7,15
82265,1,4
87418,9,9
39100,12,7
108389,15,7
56530,4,4
8362,0,4
28652,21,10
82500,4,11
48682,1,1
93781,1,25
77306,9,13
124451,4,4
99249,30,7
90528,1,13
91590,3,20
116096,11,25
73716,9,9
41408,9,7
68518,4,4
78228,6,1
112823,4,4
55136,22,22
113847,13,26
78223,1,1
112554,7,30
24420,22,1
97251,28,4
96052,12,11
100928,11,11
62980,26,26
58183,26,26
105210,3,25
16069,13,1
49836,27,20
21729,23,3
33815,1,1
121086,4,4
25347,22,7
6443,4,4
48185,0,9
37513,6,6
32455,4,4
124149,12,14
39269,26,4
66579,1,1
1910,1,1
80213,14,4
23280,4,4
16670,4,4
47998,4,4
117595,13,13
39903,25,6
22558,2,3
46234,0,0
90572,22,3
114856,1,20
21805,25,25
76663,29,4
97254,7,9
106328,3,26
99365,1,1
22321,6,1
50172,12,7
102938,18,25
92283,22,22
36643,8,4
61623,21,10
58869,4,4
99428,7,1
52998,14,25
38721,1,1
30939,4,0
59774,22,1
105817,29,1
27568,25,25
87268,9,4
16370,1,7
110664,3,4
16558,8,13
45412,4,4
39853,8,1
19850,9,4
41685,4,4
109375,4,4
44822,26,26
123379,15,15
90130,1,1
33358,4,4
106622,28,4
124445,29,7
16461,4,4
51307,10,10
80509,6,6
105123,29,25
102992,1,1
91597,9,9
59307,26,28
104581,10,4
28319,25,25
77191,9,1
98609,1,1
20801,9,9
45548,4,4
109641,12,11
71277,12,24
22605,12,1
66762,10,10
3011,8,1
78333,6,1
107574,13,4
7448,1,1
103897,25,25
9508,2,4
95085,28,26
93681,4,4
50586,4,4
41173,26,26
6373,13,1
121020,1,1
48961,8,6
20944,13,13
55144,1,24
113820,22,22
77824,25,25
79107,23,22
39610,3,0
104666,3,3
8044,1,1
19310,12,25
7299,8,8
78274,4,4
2556,1,1
16200,15,4
71549,1,1
17337,1,1
71471,24,24
149,4,4
67577,4,4
114357,20,25
61499,4,4
93667,11,25
71503,12,16
94241,0,0
47828,26,26
28075,8,1
54550,24,11
101451,19,7
120522,24,24
114223,4,4
16701,4,4
8751,2,28
51296,10,10
6708,17,1
79001,20,7
91035,7,25
93353,20,0
42989,4,5
42312,25,4
118791,13,13
66152,21,30
56066,26,11
99909,28,4
34641,9,9
95328,4,4
30774,4,4
23603,4,1
116226,12,11
91443,20,7
25152,4,4
21430,4,4
74075,0,15
91091,28,7
30406,4,4
101823,25,7
16446,5,4
34786,8,10
51695,4,4
63050,1,4
14124,9,3
95255,11,11
87742,12,9
122358,20,20
118719,7,25
4189,4,4
123414,1,1
64483,27,25
17001,8,8
4773,6,0
27673,21,1
58698,26,26
70055,1,1
87967,18,7
9023,4,4
59476,6,1
71579,1,7
117694,1,1
107034,24,10
18902,9,4
113127,5,24
15947,2,28
71767,4,4
46450,28,4
76952,22,22
31622,4,5
25231,4,4
73427,12,12
92277,0,6
65203,6,1
94570,3,29
5762,10,4
91955,25,25
48034,12,24
79245,1,1
83861,8,11
79576,0,0
15054,4,4
48253,7,29
123246,25,25
39048,30,4
46645,27,4
9836,4,4
105915,3,3
13881,4,4
33589,1,1
2450,4,25
102775,7,16
73244,6,6
50926,4,4
81989,4,4
74253,14,4
10609,1,10
117905,13,13
102164,4,4
10116,8,8
54595,23,23
40208,7,1
21039,4,4
92132,25,25
2032,8,8
42976,4,4
85729,5,13
39368,11,8
117413,1,1
95572,22,1
1285,4,4
68362,17,7
41018,20,20
29979,4,4
27815,25,25
63100,25,25
690,4,26
58605,4,4
84534,8,7
15803,26,28
89423,12,4
14544,24,10
20901,2,26
811,4,4
106230,8,9
13212,4,4
39836,4,4
42014,11,4
89969,1,20
92427,8,1
76072,6,6
98209,20,20
49519,26,26
100178,7,1
8931,4,4
102034,4,4
102398,6,1
48876,28,4
105535,9,9
101830,19,15
94597,23,3
54932,8,4
67162,1,1
12325,4,4
59619,4,4
67582,4,4
8235,4,4
66855,22,22
101250,12,24
107947,24,24
120871,25,25
84662,12,7
64659,1,1
60457,20,20
70850,4,4
37629,4,4
34291,5,1
100197,4,4
97080,23,3
107787,1,1
21467,2,28
43615,4,4
101018,28,15
81796,4,4
7401,4,4
63432,25,25
19696,1,25
72429,1,1
33177,4,4
117857,4,0
94794,17,4
39228,26,4
28993,7,4
113958,11,11
41031,1,5
52316,1,1
61342,11,4
9385,4,4
61231,16,16
112905,23,7
117668,30,9
101468,7,25
122098,11,1
62621,4,4
97713,19,3
54489,29,5
88123,22,25
96594,4,4
50207,20,20
22764,21,17
42835,4,4
83949,0,0
13249,4,4
15714,9,9
10784,1,1
30114,4,4
93756,4,4
106103,15,25
107018,7,25
95218,25,25
115537,7,20
5641,4,11
61999,11,3
56445,4,4
102707,17,27
118141,4,4
93219,4,4
33425,9,9
27107,1,4
59120,21,5
85554,22,1
66869,4,4
12495,8,8
62988,1,1
19424,2,4
121778,12,10
63198,20,20
33345,1,1
14994,11,4
57568,5,0
110897,11,10
109710,1,7
123912,1,1
17074,1,1
93578,11,7
88811,12,1
61487,4,4
40423,0,4
60995,9,9
5832,7,1
15736,9,9
23893,6,15
10513,5,24
34613,4,8
39625,1,1
100186,20,20
100359,23,4
91303,11,4
38644,15,6
111422,23,23
101617,1,1
114754,12,4
65769,16,13
50269,26,26
26718,4,4
25466,4,4
1518,1,1
18813,4,4
15239,4,4
16617,8,8
12524,24,24
40945,0,6
44517,1,1
26563,10,10
119823,11,11
54562,1,7
13076,1,1
17605,9,9
67858,4,4
56656,7,8
40313,7,7
36009,4,4
22621,7,6
21648,21,20
96658,11,11
13819,22,4
29182,4,4
65653,4,4
16822,17,4
38396,0,4
99954,4,9
38063,17,30
99783,1,15
71024,4,4
55857,10,10
79725,1,1
112284,4,4
25647,4,4
92123,0,0
101497,11,24
48820,6,4
17419,2,26
35459,4,2
100099,19,4
13441,12,7
52094,4,4
123996,30,25
67919,8,4
47489,1,1
4515,6,1
108124,30,4
38800,4,0
26291,9,9
6302,8,6
103007,12,12
91350,1,1
11405,2,4
27085,4,26
31493,7,1
98411,15,9
7842,24,8
61533,12,16
5401,5,4
113260,30,9
79984,4,4
802,1,1
14042,18,3
102409,4,4
76550,26,7
90885,1,1
82772,26,26
65388,1,1
13822,4,3
103973,11,7
213,1,1
90988,12,12
26397,21,3
61747,16,16
93521,23,11
121293,4,4
28998,4,4
121537,20,1
101816,25,25
100268,5,0
91146,12,12
78923,8,8
11855,4,4
11389,7,15
26780,26,26
39792,26,1
11525,2,15
104528,11,4
86010,25,25
14361,2,2
104514,7,25
70820,26,25
39445,1,6
27718,8,4
20477,15,15
34145,4,4
8018,1,1
73636,5,4
106992,25,4
2630,2,0
17876,1,1
116104,4,1
97511,28,4
27800,4,4
70238,8,4
36932,1,1
17002,4,4
92637,15,4
71430,5,5
29615,15,25
61100,25,25
84132,13,4
78806,13,15
89530,13,13
37547,26,26
9553,17,1
123135,30,30
28533,26,2
95846,11,11
27758,0,3
29690,4,4
77414,11,11
12407,4,4
78739,1,7
73682,16,25
78384,0,0
67168,7,1
19203,5,4
77719,4,10
54111,4,4
108457,4,4
36502,4,4
61789,11,8
50279,4,4
44716,1,7
19018,4,4
8592,1,25
73103,9,1
66568,1,1
38760,1,8
59033,17,4
98382,25,25
46549,4,4
104822,0,5
95308,28,15
43433,4,4
68655,6,6
28758,4,4
40292,29,23
113173,1,20
116093,13,13
106221,4,4
38470,4,28
15127,1,1
12931,9,9
6100,4,4
79733,15,5
13705,20,20
70583,13,4
33182,25,25
32702,4,7
114411,0,0
50895,26,26
99262,11,9
50507,8,22
59446,1,20
76007,15,15
61408,9,9
71595,27,5
41282,1,1
117344,4,4
14475,4,4
116312,25,8
13800,4,4
39471,25,25
42622,4,7
14423,1,1
16229,4,4
41967,0,0
50475,23,4
45848,4,4
52045,4,4
45249,10,10
5938,1,4
46551,4,4
110452,28,15
17981,23,4
114944,20,25
56923,29,4
34240,10,1
42492,21,30
54735,11,25
24684,4,4
39074,26,26
87907,22,3
95290,4,4
95429,12,3
20989,1,1
30474,26,4
105279,4,4
34983,4,4
54937,4,4
99681,4,25
37906,20,7
29110,12,8
31683,8,5
86975,12,7
76611,0,20
122975,23,6
48796,12,11
35755,4,4
113208,25,30
423,4,4
52678,4,23
118534,0,1
17562,4,4
115916,20,7
103604,29,24
62916,1,1
113873,27,1
17425,2,28
51744,4,4
110787,11,11
67303,25,20
29491,6,6
80617,4,4
89645,1,1
91468,25,25
2605,13,4
7383,9,9
21756,4,4
26934,26,4
23768,4,4
2527,1,1
64428,10,10
69729,4,4
59005,11,24
57897,3,3
62203,1,1
30326,7,4
110723,4,9
13924,1,4
103378,4,0
61632,11,11
123343,28,10
84002,4,4
111325,10,9
63287,1,7
11287,4,4
17497,1,1
91064,23,3
103197,20,20
75815,10,1
46362,26,26
26661,9,9
9467,1,1
11527,4,4
84167,4,4
10717,9,9
118174,1,1
69675,4,4
20246,4,4
89852,28,4
92376,24,24
38077,26,26
123193,23,11
115010,10,7
61048,23,5
21597,13,4
47503,9,9
116156,23,25
44626,7,7
117730,4,4
61469,1,1
111579,3,7
123255,29,25
89600,25,1
111059,7,7
51206,11,4
107102,25,25
46697,5,24
13774,7,7
90550,19,1
74896,1,1
49380,4,4
70813,0,5
84818,0,4
121150,25,25
46731,4,4
38628,25,25
9214,4,4
123446,11,11
66834,4,4
72159,5,5
25272,6,6
108549,1,1
111711,23,23
90174,1,1
115747,4,4
107588,11,7
60232,16,16
113796,7,1
96046,11,4
82783,1,4
98621,1,1
14085,7,1
90990,30,20
91178,17,4
7715,1,1
31060,25,25
20933,1,1
88601,4,4
57120,25,25
52724,25,25
119997,11,11
71607,22,22
98121,30,1
78934,22,22
12358,4,4
115754,4,4
124225,28,4
42306,1,1
108569,7,4
123668,22,7
19392,7,1
44303,4,4
35413,4,11
22395,4,4
111731,4,10
112226,6,4
20590,6,6
71830,4,4
71588,5,4
33148,8,8
91887,22,22
43487,4,27
43546,26,26
72856,0,4
14818,4,7
72599,11,4
113065,15,4
65096,4,4
26967,20,4
119117,12,5
81056,10,10
59098,7,4
70324,1,1
43288,9,9
4505,7,1
9667,4,4
57537,10,10
63963,1,1
61998,20,25
121695,8,1
64864,1,1
77113,20,1
60725,4,4
32384,4,4
41544,1,1
60338,4,6
99456,30,4
21715,25,25
36493,8,1
71534,4,4
104128,19,2
71808,27,0
124853,4,4
95250,11,4
33612,7,1
3638,4,4
43428,4,4
85154,4,4
98698,29,3
59320,1,1
97728,12,11
43121,4,4
110798,28,26
101037,4,4
29662,24,1
19805,2,4
82466,4,4
102283,28,28
67707,10,1
84309,8,1
115544,4,5
98156,4,4
110004,25,23
118327,30,1
110243,28,26
122662,8,28
11941,8,8
93116,20,20
79965,27,14
105622,29,25
10160,5,1
115753,27,1
5019,1,1
121424,8,1
20225,4,4
75855,1,5
118727,9,9
16842,2,4
105810,6,22
118233,4,4
16188,23,3
113789,18,4
94343,4,7
33190,6,1
85438,20,20
107296,19,25
7714,2,1
75368,16,25
74330,22,24
114219,5,1
72881,1,1
46232,1,1
55858,25,4
91069,20,20
90189,29,22
5787,9,9
92225,25,5
82918,4,4
30506,1,1
84345,1,1
50011,3,4
112769,1,9
58500,11,1
44251,4,4
2954,1,1
97045,7,1
43941,4,4
14144,9,22
86638,28,4
103305,28,26
4635,9,1
66728,26,4
113343,23,11
113673,12,25
84235,16,16
89209,19,7
93127,3,25
29746,24,12
15632,2,26
96936,1,10
18442,24,24
60499,23,4
103406,15,7
7251,4,4
101940,28,28
30634,21,10
28450,13,13
92608,10,10
101321,12,7
64838,4,4
12320,25,25
32569,25,4
9790,2,15
101709,29,11
92344,3,28
59583,1,1
45043,4,9
74257,1,1
4087,1,20
60400,1,1
102742,13,1
88995,25,5
11777,1,1
36291,15,1
65980,5,16
19968,11,11
106313,3,3
100512,30,7
71783,7,4
18145,8,1
79724,15,15
106664,23,28
87037,10,10
83814,4,4
45861,4,4
58902,8,1
15572,4,4
67230,4,4
95666,15,15
97334,12,12
51282,10,10
72955,4,4
116833,4,4
47237,6,6
119924,29,20
29484,4,4
104000,8,8
81022,11,25
20294,4,4
24205,9,9
89321,1,1
100253,16,4
118395,23,11
69364,1,1
3229,8,8
35325,4,4
90863,25,25
115040,3,23
64145,26,25
73911,10,10
2279,1,1
7315,6,1
24380,25,25
114931,25,25
22035,1,1
52416,4,4
17583,20,25
87403,30,7
26243,21,4
48223,16,5
55521,4,9
59447,10,1
62677,9,9
64529,4,4
118272,25,25
113021,25,25
101998,25,25
77323,1,13
102554,1,1
101563,22,22
113379,20,20
92788,30,7
3330,1,1
123978,23,25
112901,3,25
106341,13,8
67531,4,4
24788,1,1
67820,4,4
52069,4,30
79454,10,10
3357,4,4
30938,18,4
102172,1,1
15492,4,4
112041,28,4
63254,26,13
32927,6,0
6187,1,1
67048,24,24
17262,8,7
108291,27,25
77139,10,10
94742,7,4
124442,11,4
19845,25,25
86141,1,9
72655,13,4
101388,4,4
121476,4,0
53041,26,26
102374,15,4
62155,26,3
122107,12,12
12368,4,4
95584,25,25
53355,26,13
74235,14,11
49900,23,23
65787,1,1
27286,18,4
41502,0,9
84650,4,4
108626,1,1
11576,0,0
101749,8,13
75875,23,20
2483,4,4
32603,6,4
103642,7,4
70727,10,10
30441,1,1
80234,27,2
73023,4,4
72212,4,4
83382,10,10
28811,3,3
64201,1,1
111188,24,24
70557,30,6
19496,1,1
83567,21,1
92948,1,7
98080,0,0
102163,11,11
78745,7,7
51868,11,11
33784,0,4
70980,19,11
61660,4,4
114046,6,10
84889,10,10
122240,1,30
57422,26,4
40268,4,4
67153,3,7
70147,8,8
74020,25,25
53185,4,4
90960,4,4
48914,10,10
7552,20,25
17919,10,10
30181,4,4
30719,6,6
56103,27,25
101275,28,5
16420,1,4
100967,6,4
69476,4,9
93962,18,3
41146,4,4
111618,25,7
98242,4,4
117706,4,4
50795,5,4
79885,11,4
37557,1,1
28414,15,15
90532,4,4
49300,8,4
29279,6,5
34455,1,8
111841,20,20
66356,9,9
75132,1,1
100845,24,24
50407,4,4
41816,20,22
40543,16,4
78910,4,4
40613,9,9
59590,1,1
67908,29,7
87321,5,0
36332,4,4
119486,4,4
7565,7,10
110680,20,1
113544,11,11
56330,29,3
31091,1,5
86542,30,9
103089,4,4
105203,11,11
35759,26,20
17252,6,4
86913,1,10
35856,1,4
36040,16,25
60401,4,4
5885,10,10
70591,4,4
94507,28,26
118153,20,20
114435,4,13
92742,4,9
44726,20,3
15975,25,20
8663,1,1
24337,1,1
17810,2,26
53514,1,1
112190,22,22
97873,25,23
62476,1,1
53449,4,4
30277,10,10
14566,4,4
106152,10,10
16869,13,4
78080,4,25
98673,1,6
113120,1,1
48553,4,4
33214,1,1
106301,10,9
115488,24,24
85887,4,4
38519,25,20
38240,24,24
1747,3,3
33735,6,6
39874,26,26
43789,4,11
58339,6,0
78706,4,4
985,1,1
84819,0,0
59499,7,7
119129,6,6
12136,20,20
73961,4,1
13738,18,23
9887,4,4
3855,5,20
76100,4,4
77356,25,25
94140,25,25
50263,25,25
65269,4,4
97872,15,1
106648,1,4
30592,9,7
14854,6,4
14161,3,4
108185,7,25
7752,22,1
83893,4,4
75743,8,11
45826,4,4
43593,14,11
30953,26,4
17799,4,4
30490,13,11
9292,2,1
27227,26,26
82626,13,4
38853,1,1
100886,20,20
84434,20,20
123528,25,20
34254,12,1
48313,1,1
114893,4,1
80733,1,1
8942,4,4
52475,1,1
91496,9,9
27806,6,6
102812,1,4
62937,4,4
25567,13,13
29128,4,4
44748,25,25
123983,20,1
60674,1,1
118292,15,3
39503,6,6
47217,10,10
56679,6,6
55055,29,7
80682,1,1
23797,4,4
47713,17,4
114510,22,1
84459,25,25
57236,10,5
124896,16,7
33891,26,26
90628,4,4
103232,20,20
15531,1,1
45144,1,1
100823,25,7
14074,2,6
8160,4,4
96529,9,9
11145,5,21
83615,6,4
68501,5,0
65753,25,25
108949,4,4
116141,11,11
458,8,8
35458,14,4
99004,28,26
86683,17,3
99088,3,11
95912,29,11
96839,7,7
22079,4,25
11986,1,1
57160,4,4
49988,17,4
22922,6,6
43530,4,6
116009,30,30
51182,4,4
53957,4,4
72208,25,1
52789,4,11
83316,4,4
35766,4,4
30575,26,4
71073,29,7
15459,17,6
40716,26,4
16610,7,9
86595,1,13
19430,22,22
95805,7,9
91063,11,11
80466,10,1
13821,4,4
93633,18,11
91157,24,24
69380,13,10
119171,3,4
90267,3,4
65501,9,9
39294,11,7
74096,1,1
17729,8,4
109402,18,3
8991,1,1
34123,10,10
118439,3,7
107196,3,9
6694,14,25
10324,4,4
119782,7,20
120949,15,15
124329,4,28
2638,13,13
17703,6,1
99818,15,10
82493,27,9
119478,24,24
4265,4,4
90170,6,6
52574,18,4
113571,1,4
71287,24,24
118313,25,25
61066,4,4
18831,4,4
58374,4,4
107015,20,1
98624,1,1
123136,4,4
24023,4,4
1465,4,7
1054,2,4
32386,15,15
24808,1,8
25220,4,0
113918,29,20
99998,12,11
32008,4,4
66871,1,1
71237,10,10
6925,4,4
36947,4,4
121799,24,24
114102,4,7
100489,11,13
53742,5,9
6208,8,10
113717,1,22
45698,17,1
90505,3,9
68073,7,7
75988,26,26
96386,4,4
81152,13,13
56992,10,10
66398,1,1
111357,0,5
7277,4,4
55108,26,4
44675,25,25
26985,4,5
76460,6,1
48084,27,20
15798,21,1
37469,6,4
134,9,9
46820,8,8
10548,1,1
106608,11,4
88857,23,25
94946,7,7
86558,3,4
112389,25,25
26438,1,1
25031,7,4
111641,3,25
51895,9,0
35598,4,4
2180,1,1
23803,9,9
88885,25,11
39138,25,4
93470,25,20
113003,6,6
30520,9,9
122756,20,30
97585,4,4
9149,25,20
58640,11,11
59271,25,25
68158,20,25
13622,3,3
20133,20,20
59864,0,10
78823,4,4
29864,4,4
78338,1,1
83293,13,4
75599,1,1
11126,4,4
11471,1,1
33189,4,4
96337,28,28
96351,1,1
23994,2,2
24385,4,13
23126,9,9
67188,22,1
35396,6,1
106036,11,25
90029,11,11
100225,13,11
45547,14,11
124204,25,25
115991,1,1
119799,29,29
87539,7,4
64234,1,6
110542,4,1
29748,8,7
98716,5,20
64348,4,4
7442,4,4
10456,4,4
44298,1,20
63993,4,4
30958,26,26
41872,1,10
1165,4,4
11347,13,13
7026,4,4
36805,26,2
95646,1,1
5199,12,24
73408,26,26
18901,11,4
36465,5,24
3786,18,4
55767,26,10
120381,11,25
113393,4,14
117107,13,13
116338,10,10
42663,4,4
78453,1,1
51230,4,4
104193,4,4
57118,10,6
108487,1,1
108919,22,1
13430,4,23
70619,20,25
59771,11,11
114736,23,7
113058,30,7
121451,17,1
87322,7,25
83155,16,4
82954,25,4
32798,7,1
5982,9,25
117912,4,4
96202,11,11
60460,4,4
106304,27,9
30739,4,4
74695,26,3
57601,25,7
75044,4,4
4420,12,11
97730,16,16
70033,14,11
102961,11,25
43549,26,4
20073,4,4
62984,14,4
124507,25,25
104187,10,1
44611,4,1
123262,4,9
122689,4,25
88462,8,25
79137,1,6
104248,22,25
76461,16,8
9509,4,6
81416,1,1
36600,8,8
107491,4,0
49174,25,23
115564,20,20
22938,4,4
110077,22,22
63508,6,6
87501,12,4
124370,7,4
63200,4,4
88692,23,4
5904,9,4
31840,20,8
93389,0,4
10550,4,4
14934,25,9
63323,25,25
89219,15,15
60789,19,4
120960,4,4
54996,1,1
1322,4,4
95254,24,24
69775,4,26
56475,7,4
63186,4,4
102213,25,20
91259,28,25
110446,22,8
31294,14,3
78122,0,0
79117,15,15
64688,4,1
56708,4,4
68492,0,0
60318,0,0
112445,10,1
57884,5,20
96145,4,13
77019,4,4
20632,4,4
41996,12,25
103714,1,1
16168,26,28
69039,13,13
16286,13,13
10993,4,4
91333,4,4
28863,14,1
108785,20,7
122991,12,11
93030,4,11
97070,4,7
83116,27,5
12752,2,2
96796,8,25
66819,1,9
86611,0,4
90079,11,11
92939,25,1
102340,15,7
109986,30,7
2349,4,4
85121,5,25
106155,3,3
27991,4,3
11833,4,4
78056,20,3
101076,24,24
111994,22,22
41097,4,4
18662,9,9
93987,11,4
115162,9,9
89731,24,25
40400,7,1
9731,4,4
43119,4,4
110443,28,7
2876,1,1
108846,4,4
61103,1,4
9555,7,4
26524,4,4
105871,7,22
122086,7,4
50598,10,1
16517,8,1
14543,9,9
118560,29,25
79565,1,1
97084,3,3
105242,30,9
78576,4,3
46708,1,1
93953,13,13
7756,15,4
113567,20,20
25324,13,4
38939,4,4
58222,4,4
46383,4,4
115868,1,1
93843,28,28
81216,1,1
70216,25,25
80927,16,20
62139,21,4
38777,25,1
26389,4,4
54192,26,4
54031,4,4
47256,20,7
6735,4,4
12106,0,0
53310,20,3
92029,1,1
104072,13,26
19111,4,4
51682,0,0
63049,26,4
105241,27,10
37406,23,4
98807,4,4
94729,23,11
66497,4,4
27804,4,4
29857,7,24
16044,4,4
28644,10,1
110841,25,20
118833,13,13
44559,14,11
106897,30,26
111226,1,1
31200,14,11
17219,25,25
50542,1,1
113928,5,0
13904,4,4
45526,10,0
68927,11,11
46879,4,5
32789,26,3
119967,4,3
13529,4,23
99585,25,25
55527,5,20
100541,11,1
102451,23,25
24492,22,4
41318,5,10
84352,1,1
104507,20,25
5266,15,15
96309,11,25
38895,21,1
87894,11,11
65356,1,1
112294,27,10
64328,6,6
54561,1,1
47478,4,4
114263,1,24
58681,5,1
61374,4,4
121078,23,4
113532,24,25
102744,11,25
45639,15,15
69862,1,1
36521,7,20
108249,23,25
106185,11,4
10462,4,4
21107,2,24
34891,1,1
38845,11,8
115763,4,7
47360,4,0
61060,0,5
7028,4,4
81290,10,1
57494,1,7
89738,4,10
71636,9,9
121217,8,7
61054,10,5
14872,23,4
70877,4,4
38716,6,4
123654,23,4
71957,4,0
105521,6,6
108818,8,7
48633,26,26
123562,19,20
673,5,13
73322,13,4
85586,4,4
78574,4,4
19410,26,4
86757,24,7
12432,13,4
107122,9,9
21475,2,15
46826,4,4
27466,9,20
72806,30,25
115049,19,4
70337,14,4
72251,1,1
74133,11,7
30570,4,4
82699,13,13
114448,4,28
31671,26,13
23870,8,4
4354,4,4
17190,2,2
58657,5,5
77048,11,24
77036,13,13
73449,1,1
71754,9,1
87990,30,9
119107,5,15
94167,1,5
97299,6,23
12558,7,22
62091,6,1
88188,11,7
124172,25,25
12883,7,28
25573,4,4
52324,14,4
81593,22,22
10433,9,9
41857,4,4
6664,4,4
1202,15,12
119618,5,1
58231,6,1
81236,8,7
50996,15,10
43557,24,5
110682,25,20
21538,1,4
97424,19,7
62317,7,4
82820,17,4
37400,20,20
120990,25,25
96704,4,4
62194,4,4
124492,9,9
73336,11,11
104939,13,13
12908,25,20
13602,4,4
74773,6,6
74618,15,10
34800,20,20
99427,0,6
19260,4,4
104682,23,23
79313,7,27
61931,4,4
124596,4,15
122959,29,29
83083,3,11
105704,27,12
75580,13,4
30219,23,0
49952,12,12
64193,27,10
355,4,4
5093,4,4
61853,26,13
30554,4,4
94308,1,1
40861,4,4
117383,3,7
71285,20,25
3354,4,4
95801,11,24
74719,26,4
68586,11,8
105942,1,1
46912,8,4
26306,1,10
